intent,query,answer
양자원자력공학과,공지사항,"양자원자력공학과에서 제공하는 학과 공지사항입니다.
양자원자력공학과 학과 공지사항 : http://home.sejong.ac.kr/~nuedpt/7.html"
양자원자력공학과,취업공고,"양자원자력공학과에서 제공하는 취업공고입니다.
양자원자력공학과 취업공고 : http://home.sejong.ac.kr/~nuedpt/26.html"
양자원자력공학과,학과소개,"양자원자력공학과는 원자력발전소 수출을 지원하고 기업이 필요로 하는 고급인재 배출을 위해 이론적 지식은 물론 원자력 연구개발/원자로 설계 경험을 겸비한 우수한 교수진을 구성하였으며, 국제화를 위한 다양한 소양과 지성, 인격을 모두 갖춘 우수한 인재 양성을 목표로 교육 및 연구 프로그램을 구축하고 있습니다."
양자원자력공학과,주전공,"전공필수과목은 27학점, 전공선택과목은 36점 이상 이수해야 하며, 전공학점은 63점 이상이어야 합니다."
양자원자력공학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다. 복수전공 이수시 공학인증은 필수가 아니지만, 이수를 희망하면 각 학과의 PD교수님과 면담하여 각 학과에서 정한 기준을 만족하면 됩니다."
양자원자력공학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다. 복수전공 이수시 공학인증은 필수가 아니지만, 이수를 희망하면 각 학과의 PD교수님과 면담하여 각 학과에서 정한 기준을 만족하면 됩니다."
양자원자력공학과,부전공,나노신소재공학과 전공과목 중에서 21학점 이상 이수해야 합니다. 부전공 이수시 공학인증은 필수가 아닙니다.
양자원자력공학과,1학년 전공,공통교양필수 및 학문기초교양필수 과목만 존재합니다.
양자원자력공학과,2학년 전공,"양자원자력공학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 원자및핵물리(전필·3), 원자력공학개론1(전선·3), 기초설계(전선·3), 양자공학개론(전선·3), 원자로열역학(전선·3)
[2학기] 원자력기계공학기초(전필·3), 원자로열전달(전선·3), 방사선과물질의상호작용(전선·3), 확률및통계(전선·3), 원자로공학(전선·3), 플라즈마전자기학기초(전선·3), 원자력안전규제및법령(전선·3), 원자력공학개론2(전선·3)"
양자원자력공학과,3학년 전공,"양자원자력공학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 원자로열수력학(전필·3), 방사선계측및실험(전필·3), 수치해석(전선·3), 원자력발전소구조해석(전선·3), 원자로해석실무(전선·3), 핵융합개론(전선·3), 핵재료공학(전선·3), 원자로동역학및보호계통(전선·3)
[2학기] 확률론적안전성평가(전필·3), 핵연료주기및폐기물관리(전선·3), 발전소계통공학(전선·3), 보건물리(전선·3), 가속기빔공학(전선·3), 원자력고등수학(전선·3), 원자력고등전산코드(전선·3)"
양자원자력공학과,4학년 전공,"양자원자력공학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 종합설계A(전선·3), 원자력발전및방사선실무(전선·3), 원자력안전과물리적방호(전선·3)
[2학기] 졸업연구및진로2(전선·1), 몬테카를로분석및방사선차폐(전선·3), 종합설계B(전선·3), 원자력데이터사이언스(전선·3), 핵연료성능평가(전선·3), 방사선기술의응용(전선·3), 양자공학응용(전선·3)"
양자원자력공학과,전공,"양자원자력공학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] -
[1학년 2학기] -
[2학년 1학기] 원자및핵물리(전필·3), 원자력공학개론1(전선·3), 기초설계(전선·3), 양자공학개론(전선·3), 원자로열역학(전선·3)
[2학년 2학기] 원자력기계공학기초(전필·3), 원자로열전달(전선·3), 방사선과물질의상호작용(전선·3), 확률및통계(전선·3), 원자로공학(전선·3), 플라즈마전자기학기초(전선·3), 원자력안전규제및법령(전선·3), 원자력공학개론2(전선·3)
[3학년 1학기] 원자로열수력학(전필·3), 방사선계측및실험(전필·3), 수치해석(전선·3), 원자력발전소구조해석(전선·3), 원자로해석실무(전선·3), 핵융합개론(전선·3), 핵재료공학(전선·3), 원자로동역학및보호계통(전선·3)
[3학년 2학기] 확률론적안전성평가(전필·3), 핵연료주기및폐기물관리(전선·3), 발전소계통공학(전선·3), 보건물리(전선·3), 가속기빔공학(전선·3), 원자력고등수학(전선·3), 원자력고등전산코드(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 종합설계A(전선·3), 원자력발전및방사선실무(전선·3), 원자력안전과물리적방호(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 몬테카를로분석및방사선차폐(전선·3), 종합설계B(전선·3), 원자력데이터사이언스(전선·3), 핵연료성능평가(전선·3), 방사선기술의응용(전선·3), 양자공학응용(전선·3)"
양자원자력공학과,공학인증,"양자원자력공학과 공학인증 홈페이지입니다.
양자원자력공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1201.html"
양자원자력공학과,16학번 공학인증,"16학번 양자원자력공학과 공학인증 홈페이지입니다.
16학번 양자원자력공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1202_1.html"
양자원자력공학과,17학번 공학인증,"17학번 양자원자력공학과 공학인증 홈페이지입니다.
17학번 양자원자력공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1202_2.html"
양자원자력공학과,18학번 공학인증,"18학번 양자원자력공학과 공학인증 홈페이지입니다.
18학번 양자원자력공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1202_3.html"
양자원자력공학과,19학번 공학인증,"19학번 양자원자력공학과 공학인증 홈페이지입니다.
19학번 양자원자력공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1202_4.html"
양자원자력공학과,20학번 공학인증,"20학번 양자원자력공학과 공학인증 홈페이지입니다.
20학번 양자원자력공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1202_5.html"
양자원자력공학과,21학번 공학인증,"21학번 양자원자력공학과 공학인증 홈페이지입니다.
21학번 양자원자력공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1202_6.html"
양자원자력공학과,22학번 공학인증,"22학번 양자원자력공학과 공학인증 홈페이지입니다.
22학번 양자원자력공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1202_7.html"
양자원자력공학과,23학번 공학인증,"23학번 양자원자력공학과 공학인증 홈페이지입니다.
23학번 양자원자력공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1202_8.html"
국방시스템공학과,조교실 정보 좀,"국방시스템공학과 조교실 정보는 아래와 같습니다.
위치 : 광개토관 1009C호 / 전화 : 02-3408-3674"
국방시스템공학과,과사무실,"국방시스템공학과 과사무실 정보는 아래와 같습니다.
위치 : 광개토관 1009C호 / 전화 : 02-3408-3674"
국방시스템공학과,과사무실 위치,국방시스템공학과 과사무실 위치는 광개토관 1009C호입니다.
국방시스템공학과,과사무실 전화번호,국방시스템공학과 과사무실 전화번호는 02-3408-3674입니다.
국방시스템공학과,홈페이지,"국방시스템공학과 홈페이지입니다.
국방시스템공학과 : http://dse.sejong.ac.kr/"
국방시스템공학과,공지사항,"국방시스템공학과에서 제공하는 학과 공지사항입니다.
국방시스템공학과 학과 공지사항 : http://dse.sejong.ac.kr/bbs/notice"
국방시스템공학과,학과소식,"국방시스템공학과에서 제공하는 학과소식입니다.
국방시스템공학과 학과소식 : http://dse.sejong.ac.kr/bbs/news1"
국방시스템공학과,학과소개,국방시스템공학과는 해군으로부터 군복무지원가산금을 지원받아 정보화/과학화 속에 점차 첨단화되어가는 국방무기체계의 개발 및 운용을 위한 교육과정을 제공하며 해군에서 필요로 하는 공학적 전문지식과 리더로서의 덕성을 겸비한 정예 해군장교를 양성하는 것을 목적으로 합니다.
국방시스템공학과,주전공,"전공필수과목은 45학점, 전공선택과목은 28점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
국방시스템공학과,복수전공,"타학과생이 국방시스템공학과를 복수전공을 할 수 없습니다. 국방시스템공학과 전공자는 복수전공 이수가 선택이며, 신청가능학과는 전자정보통신공학,컴퓨터공학,정보보호학,건축공학,건설환경공학, 환경에너지공간융합학,기계공학,항공우주공학,나노신소재공학,양자원자력공학, 소프트웨어학,에너지자원공학,데이터사이언스학, 지능기전공학부(스마트기기공학,무인이동체공학),인공지능학,수학통계학,물리천문학, 화학,생명시스템학부(식품생명공학,바이오융합공학,바이오산업자원공학), 경영학,경제학,행정학,미디어커뮤니케이션학,국어국문학,영어영문학,일어일문학, 중국통상학,역사학,교육학입니다."
국방시스템공학과,복전,"타학과생이 국방시스템공학과를 복수전공을 할 수 없습니다. 국방시스템공학과 전공자는 복수전공 이수가 선택이며, 신청가능학과는 전자정보통신공학,컴퓨터공학,정보보호학,건축공학,건설환경공학, 환경에너지공간융합학,기계공학,항공우주공학,나노신소재공학,양자원자력공학, 소프트웨어학,에너지자원공학,데이터사이언스학, 지능기전공학부(스마트기기공학,무인이동체공학),인공지능학,수학통계학,물리천문학, 화학,생명시스템학부(식품생명공학,바이오융합공학,바이오산업자원공학), 경영학,경제학,행정학,미디어커뮤니케이션학,국어국문학,영어영문학,일어일문학, 중국통상학,역사학,교육학입니다."
국방시스템공학과,부전공,타학과생이 국방시스템공학과를 부전공을 할 수 없습니다.
국방시스템공학과,1학년 전공,"국방시스템공학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 장교직무교육세미나1(전필·0), 해전사(전필·3), 해양체육(전선·3)
[2학기] 군사전자공학개론및실험(전필·3), 해군장교현장실습1(전필·0), 장교직무교육세미나2(전필·0)"
국방시스템공학과,2학년 전공,"국방시스템공학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 디지털시스템및실험(전필·3), 군대윤리(전필·3), 장교직무교육세미나3(전필·0), 해양학개론(전선·3), 항공우주공학개론(전선·3), 정보통신공학개론(전선·3), 군사학개론(전선·3)
[2학기] 시스템응용SW(전필·3), 기초역학개론(전필·3), 신호및시스템(전필·3), 해군장교현장실습2(전필·0), 장교직무교육세미나4(전필·0), 함정공학개론(전선·3), 컴퓨터구조(전선·3), 함정운용학(전선·3)"
국방시스템공학과,3학년 전공,"국방시스템공학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 전자기학(전필·3), 선형대수와시스템이론(전필·3), 장교직무교육세미나5(전필·0), 디지털신호처리(전필·3), 고급프로그래밍언어(전선·3), 시스템역학(전선·3), 전자광학시스템(전선·3), 체계공학(전선·3), 전략론(전선·3)
[2학기] 랜덤프로세스(전필·3), 제어공학(전필·3), 리더십(전필·3), 해군장교현장실습3(전필·0), 장교직무교육세미나6(전필·0), 수치해석(전선·3), 마이크로콘트롤러응용(전선·3), 레이더시스템(전선·3), 국방인공지능개론및실습(전선·3), 신뢰도공학(전선·3), 유도·수중무기시스템(전선·3)"
